,runcat_id,ra,dec,n_datapoints,snr,q_min,q_max,u_min,u_max,i_min,i_max,Gmag,BP-RP,Dist,b_Dist_cds,B_Dist_cdsa,RPlx,qui_min,M_G,url,qui_diff
125,33681859,77.26389244877139,-70.84532665126038,1,6.250861644744873,,,,,17.154651641845703,18.118837356567383,15.765478,1.093073,878.6409,867.1798,892.652,68.98822245428337,17.154651641845703,6.046420922773903,http://gemtom.blackgem.org/transients/33681859,0.9641857147216797
126,33681900,76.81635211690762,-70.84183908785585,1,9.692422866821287,,,,,17.753536224365234,18.517375946044922,16.926401,1.623011,4213.878,3820.9465,4673.7305,9.882638511041486,17.753536224365234,3.802991211097801,http://gemtom.blackgem.org/transients/33681900,0.7638397216796875
127,33681996,76.9996226409284,-70.83421434333103,1,6.836085319519043,,,,,17.202157974243164,18.03936767578125,15.653048,0.611383,6666.587,6325.0264,7401.9863,12.380381107968832,17.202157974243164,1.5335302445287464,http://gemtom.blackgem.org/transients/33681996,0.8372097015380859
129,33682007,76.82134034950234,-70.83318742300916,1,7.706275939941406,18.789485931396484,18.789485931396484,,,17.795181274414062,18.4699764251709,16.718414,0.81929,1488.58,1458.9305,1532.3024,40.576296920210545,17.795181274414062,5.854553101609852,http://gemtom.blackgem.org/transients/33682007,0.6747951507568359
130,33682070,76.5758988886874,-70.82814546682624,2,13.67918872833252,18.55775260925293,18.55775260925293,,,17.083189010620117,17.7347354888916,16.255213,1.625669,5519.397,5052.194,6317.503,8.724188320797534,17.083189010620117,2.5457548340690224,http://gemtom.blackgem.org/transients/33682070,0.6515464782714844
132,33682110,76.88773707553571,-70.8250783717705,1,11.841169357299805,17.51913833618164,17.51913833618164,,,16.0459041595459,16.830638885498047,15.02658,1.867299,6337.1875,5530.938,6813.7197,9.880383388693497,16.0459041595459,1.0170972155094358,http://gemtom.blackgem.org/transients/33682110,0.7847347259521484
133,33682189,77.11467651323899,-70.81799453273752,1,6.934903621673584,,,,,17.577028274536133,18.433670043945312,16.3166,1.387794,4349.596,4090.4614,4609.89,16.747618440725052,17.577028274536133,3.124355396972513,http://gemtom.blackgem.org/transients/33682189,0.8566417694091797
134,33682264,76.68594390430643,-70.8129099887345,1,10.264219284057615,17.6702823638916,17.6702823638916,,,16.415176391601562,17.829341888427734,15.649142,1.52045,5655.1426,5361.731,5921.5894,20.202046088796738,16.415176391601562,1.8869241971830828,http://gemtom.blackgem.org/transients/33682264,1.4141654968261719
137,33682420,76.8249841141139,-70.80294391962408,1,7.287818908691406,18.846454620361328,18.846454620361328,,,17.69077491760254,18.2470760345459,16.953548,1.592279,4445.0386,3937.2688,6276.356,3.800660873181641,17.69077491760254,3.7141703166699482,http://gemtom.blackgem.org/transients/33682420,0.5563011169433594
138,33682435,76.83417717923307,-70.80170664092576,2,8.241586685180664,18.275171279907227,18.275171279907227,,,17.206571578979492,17.907106399536133,16.120241,0.786355,3130.145,3030.1785,3250.6934,28.389419490474324,17.206571578979492,3.6424187192305553,http://gemtom.blackgem.org/transients/33682435,0.7005348205566406
140,33682493,77.14727589817424,-70.79791069836544,1,6.247317314147949,,,,,17.094097137451172,17.987220764160156,15.960564,1.433666,4165.602,4004.5093,4393.538,21.41539685889502,17.094097137451172,2.862175134088414,http://gemtom.blackgem.org/transients/33682493,0.8931236267089844
145,33682534,76.93069389720314,-70.79460694733413,1,9.361055374145508,,,,,17.402406692504883,18.00183868408203,16.147915,1.44275,4034.4175,3873.4402,4374.5874,16.10072848855585,17.402406692504883,3.1190108050782595,http://gemtom.blackgem.org/transients/33682534,0.5994319915771484
146,33682749,76.82237079437668,-70.77975403960376,1,7.306843757629395,19.111621856689453,19.111621856689453,,,17.331317901611328,18.122451782226562,16.148159,1.832453,3327.902,2926.5168,3721.0916,8.376560646020987,17.331317901611328,3.5373063564466616,http://gemtom.blackgem.org/transients/33682749,0.7911338806152344
147,33682890,76.83477090487054,-70.7670771298225,2,9.6515531539917,,,,,17.470462799072266,17.853029251098633,16.43729,1.956946,3963.4553,3790.5706,4227.985,18.12219853758817,17.470462799072266,3.4469201771634452,http://gemtom.blackgem.org/transients/33682890,0.3825664520263672
148,33682936,76.79090159503778,-70.76168189488133,2,8.813884735107422,,,,,17.33309555053711,17.766399383544922,16.067696,1.396468,6858.3335,6687.624,7053.333,37.50705342225651,17.33309555053711,1.8866030014070958,http://gemtom.blackgem.org/transients/33682936,0.4333038330078125
149,33683015,77.39692550108161,-70.75254014897892,1,6.119390487670898,18.398090362548828,18.506023406982422,,,17.24457359313965,18.007259368896484,15.985574,1.797883,3373.0295,3095.695,3787.9766,9.744674710406866,17.24457359313965,3.345473302605443,http://gemtom.blackgem.org/transients/33683015,0.7626857757568359
153,33683384,80.73429050756664,-70.71285586516957,2,7.113856792449951,19.313398361206055,19.933544158935547,,,18.862932205200195,18.862932205200195,18.627155,1.250443,1726.6158,1676.0106,1793.8804,29.297000588785266,18.862932205200195,7.441176446217845,http://gemtom.blackgem.org/transients/33683384,0.0
154,33683388,76.78475674125738,-70.71238605011146,2,10.04090690612793,,,,,17.753435134887695,17.9490966796875,16.726578,1.794895,9826.869,9208.584,10242.591,19.007354882510477,17.753435134887695,1.7645021670057481,http://gemtom.blackgem.org/transients/33683388,0.1956615447998047
155,33683588,76.83102536253425,-70.69294083514256,2,9.452362060546877,,,,,17.572261810302734,17.88274574279785,16.416624,1.31915,3660.2712,3226.0232,3986.8318,9.62205527119436,17.572261810302734,3.599057676443204,http://gemtom.blackgem.org/transients/33683588,0.3104839324951172
156,33683679,76.85199420682196,-70.68351968207696,2,11.958243370056152,,,,,17.16217803955078,17.552480697631836,16.1545,1.838459,3421.0537,3232.3215,3720.7139,14.009446911950304,17.16217803955078,3.483700543382433,http://gemtom.blackgem.org/transients/33683679,0.3903026580810547
157,33683697,76.59735982981175,-70.68194464874134,2,11.03735065460205,,,,,17.167884826660156,17.58621597290039,14.869469,-0.284872,15068.1045,14910.196,15276.131,82.35399456187585,17.167884826660156,-1.0208241172579502,http://gemtom.blackgem.org/transients/33683697,0.4183311462402344
158,33683745,76.83861446449446,-70.67708902248692,1,10.07357406616211,,,,,16.964981079101562,17.3990535736084,15.670224,1.411209,7730.612,7403.149,8627.334,12.629810036881677,16.964981079101562,1.2291546172764338,http://gemtom.blackgem.org/transients/33683745,0.43407249450683594
159,33683768,76.95203980197024,-70.67473477487745,1,8.553592681884766,18.769397735595703,18.769397735595703,,,17.484012603759766,18.113359451293945,16.383915,1.378891,8690.891,7995.781,9147.136,15.096805068810221,17.484012603759766,1.6885934845304895,http://gemtom.blackgem.org/transients/33683768,0.6293468475341797
162,33684253,76.76886590595521,-70.6281189121019,2,11.209186553955078,,,,,16.568082809448242,16.913896560668945,15.410855,1.64942,6653.341,6379.8857,6969.822,22.55613360289915,16.568082809448242,1.2956560866453248,http://gemtom.blackgem.org/transients/33684253,0.3458137512207031
165,33684556,76.75901472020807,-70.5940061223764,2,12.646279335021973,,,,,16.78482437133789,17.823890686035156,15.667874,1.416283,9102.992,9060.166,9164.894,173.8406538843464,16.78482437133789,0.8719531947024866,http://gemtom.blackgem.org/transients/33684556,1.0390663146972656
166,33685178,76.83634880129628,-70.52206739922185,2,6.733388423919678,,,,,18.054292678833008,18.297229766845703,16.721058,1.067667,1460.7657,1385.0963,1595.2452,13.902196966055962,18.054292678833008,5.898155186438041,http://gemtom.blackgem.org/transients/33685178,0.2429370880126953
170,33685966,76.86242153655236,-70.41377656013275,2,8.351130485534668,,,,,17.898096084594727,18.22772789001465,16.915323,1.65901,2285.9375,2156.955,2347.2363,24.026927501546382,17.898096084594727,5.120001239292883,http://gemtom.blackgem.org/transients/33685966,0.3296318054199219
172,33686021,76.79622407110261,-70.4034215030748,2,9.114238739013672,,,,,17.92438316345215,18.18630027770996,16.960957,1.654482,5578.6284,5059.0493,6017.9424,11.635558541405707,17.92438316345215,3.22831983285168,http://gemtom.blackgem.org/transients/33686021,0.2619171142578125
174,33687103,76.77730940317359,-70.15503244694499,1,12.48684310913086,17.98785400390625,18.446842193603516,,,17.35541534423828,17.41290283203125,15.964881,1.622574,3243.5896,2993.466,3735.593,8.741332952446145,17.35541534423828,3.4097515037017363,http://gemtom.blackgem.org/transients/33687103,0.05748748779296875
176,33687138,76.78478316830126,-70.14548578306648,2,10.610126495361328,17.879276275634766,18.645458221435547,,,17.68517303466797,17.69087791442871,16.511433,1.262191,780.625,759.637,832.0499,21.56038495903353,17.68517303466797,7.049220721408947,http://gemtom.blackgem.org/transients/33687138,0.0057048797607421875
180,33689195,77.3264915723031,-71.17168245681596,1,6.125387668609619,18.208585739135742,18.208585739135742,,,17.08144187927246,18.20963478088379,16.276009,1.810038,3220.746,3055.3396,3505.4614,14.310553276913039,17.08144187927246,3.7362266195340297,http://gemtom.blackgem.org/transients/33689195,1.1281929016113281
197,33753691,17.295695652149455,-72.29528576829806,2,30.12473487854004,17.15991973876953,18.427095413208008,,,17.269899368286133,18.30191993713379,16.973154,1.489084,4605.739,4281.0127,4827.8813,16.844042609138654,17.15991973876953,3.656657382305557,http://gemtom.blackgem.org/transients/33753691,1.2671756744384766
198,33753692,17.295947453111665,-72.29527857991874,2,30.12473487854004,17.605607986450195,18.427095413208008,,,17.269899368286133,18.30191993713379,16.973154,1.489084,4605.739,4281.0127,4827.8813,16.844042609138654,17.269899368286133,3.656657382305557,http://gemtom.blackgem.org/transients/33753692,1.0320205688476562
199,33753773,17.402395492341576,-72.26158842836942,2,36.218048095703125,17.092376708984375,18.30694580078125,,,16.9593563079834,17.999841690063477,16.702583,1.494718,3770.4827,3518.485,4041.5955,14.415626143998264,16.9593563079834,3.8205982376618906,http://gemtom.blackgem.org/transients/33753773,1.0404853820800781
200,33753774,17.40242236237453,-72.26158012631105,2,36.218048095703125,17.092376708984375,18.30694580078125,,,16.9593563079834,17.999841690063477,16.702583,1.494718,3770.4827,3518.485,4041.5955,14.415626143998264,16.9593563079834,3.8205982376618906,http://gemtom.blackgem.org/transients/33753774,1.0404853820800781
201,33797917,100.01176899736969,-27.11832816459657,3,10.255873680114746,19.30772590637207,19.821243286132812,,,18.558107376098633,18.558107376098633,16.86555,1.605543,1278.3167,1247.758,1303.72,45.685168507201325,18.558107376098633,6.332357686978579,http://gemtom.blackgem.org/transients/33797917,0.0
202,33989916,53.16051114546308,-20.9693698236694,3,20.672874450683594,17.80250358581543,18.44416618347168,,,17.144453048706055,17.782739639282227,15.711653,1.962041,322.1743,318.8245,325.8187,92.12613308169655,17.144453048706055,8.171198532081629,http://gemtom.blackgem.org/transients/33989916,0.6382865905761719
203,34006714,91.29665381210616,-62.82280497486948,2,6.443904876708984,19.80463218688965,20.135046005249023,,,,,17.939568,1.525759,1385.7527,1361.3665,1404.7885,63.82721661830405,19.80463218688965,7.2311393327774205,http://gemtom.blackgem.org/transients/34006714,0.330413818359375
209,34118893,17.113307539641024,-47.27526246912159,2,6.056758403778076,19.603721618652344,20.07575225830078,,,,,18.459812,0.640787,5053.0176,4995.49,5140.772,69.56150934045505,19.603721618652344,4.942057945411291,http://gemtom.blackgem.org/transients/34118893,0.4720306396484375
210,34130413,30.513007444499394,18.599523166281845,3,8.52232551574707,,,17.05162811279297,17.54694366455078,,,14.392879,0.838236,977.2255,953.9451,1001.3262,41.24959108167607,17.05162811279297,4.4429050447353475,http://gemtom.blackgem.org/transients/34130413,0.4953155517578125
211,34130419,30.608447530777365,18.723649128380192,2,13.422836303710938,,,16.02072525024414,16.222980499267578,15.149145126342773,15.149145126342773,13.484093,0.809455,729.5499,697.554,743.2318,31.943302873605962,15.149145126342773,4.168817988671087,http://gemtom.blackgem.org/transients/34130419,0.0
212,34251761,34.244529592626705,5.282883803047751,2,8.384397506713867,18.684814453125,19.275426864624023,,,,,17.269644,0.461029,4053.007,4024.567,4080.9624,143.73537558027812,18.684814453125,4.230757230910648,http://gemtom.blackgem.org/transients/34251761,0.5906124114990234
213,34253059,37.607071682008744,0.2656449668763126,1,9.026206970214844,,,,,18.56052589416504,18.799230575561523,18.653282,2.670029,287.2634,273.0943,311.9755,14.776467804491617,18.56052589416504,11.361880517979536,http://gemtom.blackgem.org/transients/34253059,0.23870468139648438
214,34253099,37.69396572146179,0.409065950611204,1,19.81660270690918,,,,,17.420732498168945,17.602140426635742,17.237812,1.785337,720.049,710.85,733.5257,63.50842531873325,17.420732498168945,7.951001742110879,http://gemtom.blackgem.org/transients/34253099,0.18140792846679688
215,34253681,30.139753568795996,18.612022140237105,3,11.372974395751951,,,17.396060943603516,17.686330795288086,16.122394561767578,16.928922653198242,14.145005,0.817109,1553.4646,1498.4829,1605.1835,29.118198023253818,16.122394561767578,3.188498194503442,http://gemtom.blackgem.org/transients/34253681,0.8065280914306641
216,34253685,30.49394156755547,18.69274685143049,2,15.010503768920898,,,17.56668472290039,17.629182815551758,16.339094161987305,16.728668212890625,14.778056,0.84803,1381.7402,1316.298,1455.3525,19.873361883290368,16.339094161987305,4.075924034856378,http://gemtom.blackgem.org/transients/34253685,0.3895740509033203
217,34254487,41.921164860765835,-7.853070510784267,2,6.33866548538208,18.970258712768555,19.46211051940918,,,,,16.088753,2.639456,178.3516,176.8655,181.4786,77.32396869783871,18.970258712768555,9.832367951166848,http://gemtom.blackgem.org/transients/34254487,0.491851806640625
218,34274641,85.91456757778384,-34.6616266183968,2,8.28839111328125,,,,,17.62466049194336,18.174903869628906,15.596627,0.791947,1938.2212,1871.1519,2014.1407,27.11011212066962,17.62466049194336,4.159610302428812,http://gemtom.blackgem.org/transients/34274641,0.5502433776855469
219,34275085,92.77521247170937,-33.44021920593558,2,6.127313613891602,19.36329460144043,19.804758071899414,,,,,16.793652,2.872692,202.4211,200.93,203.3817,165.1271362727911,19.36329460144043,10.26237309710703,http://gemtom.blackgem.org/transients/34275085,0.4414634704589844
220,34280988,82.24356727208244,-71.11241345157637,1,13.246770858764648,18.139877319335938,19.108325958251953,,,17.581417083740234,17.76515769958496,16.163776,1.928142,3671.6865,3517.9385,3855.3208,21.76573282000865,17.581417083740234,3.33944803649943,http://gemtom.blackgem.org/transients/34280988,0.18374061584472656
224,34281694,79.85443555295014,-70.69295920048127,1,9.545048713684082,18.09024429321289,18.828102111816406,,,17.282285690307617,17.320173263549805,15.892679,2.131891,6919.7363,6404.0317,8228.585,7.585129247799997,17.282285690307617,1.6922312774539296,http://gemtom.blackgem.org/transients/34281694,0.0378875732421875
225,34281756,82.39981003353194,-70.64701454670201,2,8.138620376586914,19.051591873168945,19.638214111328125,,,19.097490310668945,19.097490310668945,18.114729,1.325798,1088.0336,1045.5494,1205.3478,13.617578148467077,19.051591873168945,7.9315174640473085,http://gemtom.blackgem.org/transients/34281756,0.5866222381591797
227,34284798,80.44330542701775,-70.72011633658951,1,6.802639961242676,18.76090431213379,19.2937068939209,,,17.334501266479492,18.1478271484375,16.768196,1.500137,3051.114,2830.4153,3297.9985,13.050571534648807,17.334501266479492,4.345903826674881,http://gemtom.blackgem.org/transients/34284798,0.8133258819580078
228,34338291,79.63859658945532,-69.93654556322142,2,18.02417755126953,17.040956497192383,18.843286514282227,18.191516876220703,18.730365753173828,16.486913681030273,18.100431442260742,16.485502,0.795925,3088.506,2963.5693,3222.4849,23.85724151036092,16.486913681030273,4.03675975313644,http://gemtom.blackgem.org/transients/34338291,1.6135177612304688
229,34338292,79.63859326453557,-69.93654462454138,2,18.02417755126953,17.040956497192383,18.843286514282227,18.191516876220703,18.730365753173828,16.486913681030273,18.100431442260742,16.485502,0.795925,3088.506,2963.5693,3222.4849,23.85724151036092,16.486913681030273,4.03675975313644,http://gemtom.blackgem.org/transients/34338292,1.6135177612304688
236,34361061,3.6694991508040102,-39.287279210960094,2,8.28498649597168,19.228195190429688,20.329408645629883,,,18.43831443786621,19.43638801574707,18.603968,1.696552,564.6686,526.0761,598.4813,15.597459850949923,18.43831443786621,9.844999808844225,http://gemtom.blackgem.org/transients/34361061,0.9980735778808594
237,34376636,14.68356807703966,-72.46701809257162,2,55.966705322265625,16.189359664916992,17.061328887939453,17.32476806640625,17.861467361450195,16.564937591552734,19.01148796081543,15.604864,-0.14525,21017.396,20921.043,21179.18,162.83908157296395,16.189359664916992,-1.0080305354149885,http://gemtom.blackgem.org/transients/34376636,0.8719692230224609
238,34383721,57.330475806687915,-46.61780101505713,2,6.505621433258057,19.911588668823242,20.146347045898438,,,,,17.494055,2.174406,499.9024,473.8574,519.6763,21.820794475642156,19.911588668823242,8.999628891109477,http://gemtom.blackgem.org/transients/34383721,0.2347583770751953
239,34385557,74.17108627119818,-69.34663820955728,2,13.101385116577148,18.725130081176758,20.113574981689453,,,17.84577751159668,19.27838706970215,17.010962,1.515295,4557.395,3826.1753,5599.7754,5.139146079209174,17.84577751159668,3.7173786423785398,http://gemtom.blackgem.org/transients/34385557,1.4326095581054688
240,34388006,78.41234851944444,-69.30802698882583,3,15.02037239074707,16.2008113861084,18.184003829956055,16.082630157470703,16.681678771972656,16.577320098876953,18.559974670410156,15.220699,-0.251633,22541.361,16734.76,24041.625,6.169913088581764,16.082630157470703,-1.54420167144875,http://gemtom.blackgem.org/transients/34388006,0.5990486145019531
242,34388007,78.41308385453493,-69.30800121519776,3,15.02037239074707,16.2008113861084,18.184003829956055,16.082630157470703,16.681678771972656,16.577320098876953,18.19918441772461,15.220699,-0.251633,22541.361,16734.76,24041.625,6.169913088581764,16.082630157470703,-1.54420167144875,http://gemtom.blackgem.org/transients/34388007,0.5990486145019531
244,34389885,78.9418375939484,-69.08412087325378,2,7.136657238006592,,,18.3427677154541,18.39154052734375,17.048831939697266,17.68892478942871,17.023489,1.414968,1976.26,1907.29,2173.266,14.860438535807736,17.048831939697266,5.544268597483793,http://gemtom.blackgem.org/transients/34389885,0.6400928497314453
246,34390569,83.9301268590247,-69.51059338209694,2,8.489875793457031,17.364896774291992,19.107187271118164,,,17.300962448120117,18.365148544311523,16.033472,1.855101,7403.8804,7158.196,7784.818,23.63108987555495,17.300962448120117,1.6861750266077955,http://gemtom.blackgem.org/transients/34390569,1.0641860961914062
247,34427259,3.669484857381109,-39.287289453188265,2,7.244913578033447,19.228195190429688,20.329408645629883,,,18.43831443786621,19.43638801574707,18.603968,1.696552,564.6686,526.0761,598.4813,15.597459850949923,18.43831443786621,9.844999808844225,http://gemtom.blackgem.org/transients/34427259,0.9980735778808594
248,34437968,44.845721434220245,6.365574670961571,2,6.7346296310424805,19.162485122680664,19.499303817749023,,,,,16.591555,1.537314,853.824,835.4349,878.4914,39.660631960331166,19.162485122680664,6.934713209237579,http://gemtom.blackgem.org/transients/34437968,0.3368186950683594
249,34440233,12.782648434515233,-72.89641209044161,2,26.95916748046875,17.38753318786621,20.336454391479492,18.278762817382812,18.51319694519043,17.536272048950195,18.75261116027832,16.983603,0.613619,5208.932,4586.6533,5561.416,10.687589912909058,17.38753318786621,3.399859560136889,http://gemtom.blackgem.org/transients/34440233,2.9489212036132812
252,34467969,54.18602067815744,-21.405384066327947,2,7.045721530914307,19.634557723999023,19.806583404541016,,,,,16.763783,2.616185,188.3001,185.9009,190.5073,81.75586141021223,19.634557723999023,10.389530246718678,http://gemtom.blackgem.org/transients/34467969,0.1720256805419922
253,34469803,76.8624611057455,-70.69508941620222,4,15.742358207702637,18.048032760620117,18.313901901245117,17.951887130737305,18.283571243286133,17.082162857055664,17.910140991210938,16.031668,0.840875,3639.5488,3430.7905,3858.0796,17.03553308521093,17.082162857055664,3.2264302655679877,http://gemtom.blackgem.org/transients/34469803,0.8279781341552734
256,34475226,93.86347288989955,-61.92117552611591,1,6.474652290344238,19.354320526123047,20.01554298400879,,,,,18.999306,0.564075,5439.282,5337.5054,5564.3354,47.959105938367955,19.354320526123047,5.321598122849057,http://gemtom.blackgem.org/transients/34475226,0.6612224578857422
258,34494909,14.926012800415682,-73.30461792715678,2,7.007007598876953,19.964094161987305,21.806522369384766,,,,,18.944063,1.05394,2610.612,2477.4917,2748.055,19.297606142444316,19.964094161987305,6.860351350154538,http://gemtom.blackgem.org/transients/34494909,1.842428207397461
259,34503263,3.669535078430893,-39.28725247407316,2,7.244913578033447,19.228195190429688,20.329408645629883,,,18.43831443786621,19.43638801574707,18.603968,1.696552,564.6686,526.0761,598.4813,15.597459850949923,18.43831443786621,9.844999808844225,http://gemtom.blackgem.org/transients/34503263,0.9980735778808594
260,34511226,71.17594033912896,-17.463544283884975,2,7.034463405609131,,,,,18.05644989013672,18.151546478271484,15.489748,0.869866,1065.2944,1032.4229,1176.9697,14.739785315205863,18.05644989013672,5.352399779779047,http://gemtom.blackgem.org/transients/34511226,0.09509658813476562
267,34514444,78.1613525439473,-69.76880738490263,2,16.04095458984375,17.606836318969727,18.92119789123535,,,16.939844131469727,18.74041748046875,16.80649,1.4652,7159.3354,6893.6655,7371.148,29.987844161827915,16.939844131469727,2.532126456553666,http://gemtom.blackgem.org/transients/34514444,1.8005733489990234
268,34514447,78.1610054481971,-69.76839508634706,2,16.04095458984375,17.606836318969727,18.92119789123535,,,16.939844131469727,18.558378219604492,16.80649,1.4652,7159.3354,6893.6655,7371.148,29.987844161827915,16.939844131469727,2.532126456553666,http://gemtom.blackgem.org/transients/34514447,1.6185340881347656
271,34516495,79.50070755276809,-69.02975194379505,3,7.763637542724609,17.42721939086914,19.7363224029541,17.6098690032959,18.41677474975586,17.554468154907227,18.226552963256836,16.63749,-0.025372,14355.054,14009.923,15761.135,16.39442169194821,17.42721939086914,0.8524658473044919,http://gemtom.blackgem.org/transients/34516495,2.309103012084961
275,34516852,79.92790727879652,-68.91774294420115,2,6.592280387878418,,,17.97926902770996,18.437545776367188,16.90566062927246,18.623607635498047,15.941748,0.765741,3540.2146,3316.8,3903.2844,12.07266416634441,16.90566062927246,3.1966000560137413,http://gemtom.blackgem.org/transients/34516852,1.717947006225586
281,34516926,79.25964408602692,-68.82112866982526,2,8.162066459655762,,,17.886127471923828,18.545625686645508,17.49680519104004,18.697036743164062,16.617819,0.674841,2451.1128,2312.3342,2577.1912,18.508952378075687,17.49680519104004,4.671002510466824,http://gemtom.blackgem.org/transients/34516926,1.2002315521240234
285,34520713,83.93011517455712,-69.51059258567183,2,8.489875793457031,17.364896774291992,19.683673858642578,,,17.300962448120117,18.365148544311523,16.033472,1.855101,7403.8804,7158.196,7784.818,23.63108987555495,17.300962448120117,1.6861750266077955,http://gemtom.blackgem.org/transients/34520713,1.0641860961914062
287,34535649,13.457898673232648,-73.68894822698971,2,12.803969383239746,18.089988708496094,20.2136173248291,,,17.402231216430664,18.6920223236084,16.715412,1.738097,4042.5295,3619.3213,5068.6343,5.578545835164662,17.402231216430664,3.682146010922933,http://gemtom.blackgem.org/transients/34535649,1.2897911071777344
292,34596543,15.870934816766054,-73.01735111448257,2,40.52768325805664,17.156076431274414,20.323816299438477,,,16.70027732849121,17.987363815307617,15.805847,2.00626,3785.2263,3013.2449,4596.6807,4.781029076139368,16.70027732849121,2.915387755319763,http://gemtom.blackgem.org/transients/34596543,1.2870864868164062
293,34596544,15.872242986168809,-73.01713118779618,2,40.52768325805664,17.156076431274414,20.31070327758789,,,16.70027732849121,17.987363815307617,15.805847,2.00626,3785.2263,3013.2449,4596.6807,4.781029076139368,16.70027732849121,2.915387755319763,http://gemtom.blackgem.org/transients/34596544,1.2870864868164062
295,34622074,13.500724930317755,-73.70607414769785,2,7.180977821350098,19.696735382080078,20.339588165283203,,,19.411563873291016,19.411563873291016,18.96487,0.955057,2606.807,2557.3276,2655.059,53.346355419036186,19.411563873291016,6.884325607368513,http://gemtom.blackgem.org/transients/34622074,0.0
296,34629259,13.457486765546577,-73.68891489866192,2,12.803969383239746,18.089988708496094,20.2136173248291,,,17.402231216430664,18.6920223236084,16.715412,1.738097,4042.5295,3619.3213,5068.6343,5.578545835164662,17.402231216430664,3.682146010922933,http://gemtom.blackgem.org/transients/34629259,1.2897911071777344
298,34731721,353.6257438264339,-35.9541978371615,2,6.417517185211182,20.073001861572266,20.162567138671875,,,,,18.274515,0.541216,5200.4746,5130.676,5283.22,68.18327302286559,20.073001861572266,4.694300102253262,http://gemtom.blackgem.org/transients/34731721,0.08956527709960938
299,34744981,67.10037619335955,-11.990902394477336,2,6.205277919769287,20.07741928100586,20.272287368774414,,,,,18.833887,0.30374,10551.958,10498.914,10618.052,177.1384109184322,20.07741928100586,3.717221730411442,http://gemtom.blackgem.org/transients/34744981,0.1948680877685547
300,34753143,15.435673273137567,-71.9696609780433,2,9.169225692749023,19.757753372192383,20.71418571472168,,,,,18.70192,1.030376,2268.1816,2198.7095,2323.008,36.4957195782733,19.757753372192383,6.923530884873202,http://gemtom.blackgem.org/transients/34753143,0.9564323425292969
301,34820486,13.452686118653082,-73.25983804469902,3,30.603776931762695,16.50305938720703,18.474302291870117,17.513277053833008,18.237119674682617,16.56818199157715,18.50160026550293,15.740868,0.70256,4232.0674,3973.9307,4487.8647,16.469303062260906,16.50305938720703,2.6081051216708406,http://gemtom.blackgem.org/transients/34820486,1.971242904663086
303,34820487,13.452340994699888,-73.25980937572568,3,30.603776931762695,16.50305938720703,18.474302291870117,17.513277053833008,18.237119674682617,16.56818199157715,18.50160026550293,15.740868,0.70256,4232.0674,3973.9307,4487.8647,16.469303062260906,16.50305938720703,2.6081051216708406,http://gemtom.blackgem.org/transients/34820487,1.971242904663086
305,34837953,12.782008286529637,-72.8965080254019,2,26.95916748046875,17.38753318786621,20.336454391479492,18.278762817382812,18.51319694519043,17.536272048950195,18.75261116027832,16.983603,0.613619,5208.932,4586.6533,5561.416,10.687589912909058,17.38753318786621,3.399859560136889,http://gemtom.blackgem.org/transients/34837953,2.9489212036132812
307,34837954,12.782043624090347,-72.89642962904827,2,26.95916748046875,17.38753318786621,20.336454391479492,18.278762817382812,18.51319694519043,17.536272048950195,18.75261116027832,16.983603,0.613619,5208.932,4586.6533,5561.416,10.687589912909058,17.38753318786621,3.399859560136889,http://gemtom.blackgem.org/transients/34837954,2.9489212036132812
309,34855317,81.3473962093638,-69.87572484299969,2,7.772589683532715,16.93528175354004,18.683448791503906,18.04058837890625,18.967315673828125,16.31123924255371,17.430171966552734,17.174839,0.780497,1653.1373,1619.6198,1682.6292,52.47271994337341,16.31123924255371,6.0832943747438115,http://gemtom.blackgem.org/transients/34855317,1.1189327239990234
324,34858706,15.362842600724894,-72.09295879081881,2,7.939605712890625,19.88650894165039,20.810632705688477,,,,,18.851866,-0.156479,18433.785,18273.16,18692.69,87.87826853860297,19.88650894165039,2.523793410762565,http://gemtom.blackgem.org/transients/34858706,0.9241237640380859
334,34859613,80.6366348878066,-69.7987273607909,2,15.96225357055664,16.927560806274414,24.956424713134766,17.76068687438965,18.455533981323242,17.103561401367188,18.78418731689453,17.14288,0.205975,14950.638,14483.513,15134.842,45.90809867209968,16.927560806274414,1.269581369819047,http://gemtom.blackgem.org/transients/34859613,8.028863906860352
337,34859729,80.72801283820755,-69.78466723742177,2,7.250705242156982,16.963281631469727,18.31987953186035,17.809219360351562,18.53081512451172,17.510196685791016,18.62055015563965,17.14643,-0.065865,13202.234,12498.696,13504.467,26.252962155401164,16.963281631469727,1.543192869811218,http://gemtom.blackgem.org/transients/34859729,1.356597900390625
338,34859731,80.72800040764898,-69.78460580896194,2,7.250705242156982,16.963281631469727,18.31987953186035,17.809219360351562,18.53081512451172,17.510196685791016,18.62055015563965,17.14643,-0.065865,13202.234,12498.696,13504.467,26.252962155401164,16.963281631469727,1.543192869811218,http://gemtom.blackgem.org/transients/34859731,1.356597900390625
339,34864443,79.91517385770848,-68.62220733503705,2,6.0599045753479,,,18.337486267089844,18.612098693847656,,,17.199745,-0.192257,16204.539,15993.543,16460.773,69.36429167647606,18.337486267089844,1.1515615981060918,http://gemtom.blackgem.org/transients/34864443,0.2746124267578125
